artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Grupo Clasificado,M.L.P,0oYk83uZu4S5ROlM8VZMGl,80,0.837,0.675,4,-6.41,1,0.0419,0.464,2.04e-05,0.0768,0.913,143.966,211961,3
Old Dominion,I Should Have Married You,3XhhXPBUI2BKs8FTOOdHfR,71,0.634,0.813,10,-6.118,1,0.069,0.0786,0.0,0.18,0.828,97.038,163533,4
Lil Durk,300 Urus,3vk9ndnZ0Zjrthm1E7kaNa,70,0.681,0.488,1,-7.936,1,0.327,0.00384,0.0,0.121,0.275,77.976,204642,4
Chris Brown,Summer Too Hot,7g6FlLHxbVqMi1s7S8tDTp,77,0.681,0.71,11,-6.643,0,0.0574,0.155,3.02e-05,0.367,0.254,89.957,188505,4
Destroy Lonely,if looks could kill,1cdqNRXIRrvT4HnApj6yw6,74,0.645,0.496,5,-7.776,0,0.119,0.024,0.0,0.194,0.212,130.984,194213,4
Bailey Zimmerman,Where It Ends,0wXThIDxO3YRJCpPgnmbkw,71,0.431,0.837,9,-5.067,1,0.0432,0.259,0.0,0.0879,0.648,170.041,179294,4
Feid,Feliz Cumpleaños Ferxxo,0tHDuAVLw8sspn8BhDV8pF,2,0.865,0.573,5,-5.501,1,0.0678,0.0863,0.0,0.305,0.563,94.999,155960,4
Noah Kahan,If We Were Vampires (feat. Wesley Schultz) - Spotify Singles,6LKvzEJQTIm2RrWAMPwQH6,72,0.456,0.207,6,-11.655,1,0.041,0.902,0.0,0.105,0.333,99.399,217873,4
SZA,Kill Bill - Sped Up Version,2ty6DmPnxVPpEFuB23XM0x,80,0.678,0.798,10,-5.195,1,0.0316,0.0383,0.269,0.126,0.509,99.941,137528,4
Lil Durk,Same Side (feat. Rob49),2JNaqjOm7jHePMdr6WIadg,70,0.614,0.693,9,-5.983,1,0.13,7.46e-05,1.48e-05,0.1,0.0698,159.925,153741,4
Gunna,paybach,5XpwulllkqoHEk0jpwvRlJ,74,0.653,0.583,0,-4.462,0,0.348,0.465,0.0,0.193,0.846,82.63,173533,4
Lil Durk,Put Em On Ice,1Q33JSvyx8OTTwafwCNVl8,71,0.763,0.481,1,-8.856,1,0.114,0.00409,0.0,0.116,0.0864,132.988,123200,4
Sleep Token,Ascensionism,2Z1eWq9VOXkCzUmcU6uoNe,73,0.549,0.544,0,-7.929,0,0.0379,0.0736,0.00121,0.145,0.0834,117.029,428713,3
Sexyy Red,Pound Town (and Tay Keith),4KSRdah26ypIXVNZPHmzO3,70,0.59,0.675,2,-7.95,1,0.458,0.389,0.0,0.167,0.443,178.41,129467,4
Young Thug,Jonesboro,3sSlrxRD9X1jYCzBtbbiwg,66,0.567,0.66,9,-6.357,0,0.317,0.51,1.14e-05,0.186,0.262,108.81,163800,5
Niall Horan,Meltdown,0hIDcUm3mJEn4gNo2ocLM5,79,0.59,0.867,4,-4.053,1,0.0649,0.00721,0.0,0.355,0.758,89.52,153038,4
Halle,Part of Your World,2HRhVQ0yo1jIvXoRTCIdEz,76,0.422,0.195,6,-13.353,1,0.0451,0.879,0.0,0.12,0.205,105.931,214373,4
Jelly Roll,She,3lz2xoHZPbYSFVtQf8jMic,70,0.484,0.699,6,-5.147,1,0.0276,0.0748,0.0,0.101,0.256,145.974,173933,4
Jelly Roll,Church,0QEijByZzg7ZjJVSFhliSE,70,0.503,0.761,9,-5.798,1,0.0518,0.0947,0.0,0.113,0.387,77.495,220013,4
Chino Pacas,Yo Preferí Chambear,2WtrZ4LQ2DV07LFyuYCZUN,76,0.719,0.749,8,-5.217,0,0.0451,0.0502,1.13e-05,0.141,0.924,142.109,155245,3
boygenius,$20,38xXr3MkiKNzNDv4JDJagF,72,0.555,0.606,7,-6.9,1,0.0321,0.0077,0.0305,0.178,0.41,117.969,200093,3
Lil Durk,Before Fajr,6po54wKTw6h8H3KnLmcEC7,70,0.721,0.63,0,-7.057,1,0.257,0.00327,0.0,0.367,0.442,106.622,120128,5
Tiësto,Lay Low,0zKbDrEXKpnExhGQRe9dxt,88,0.534,0.855,1,-4.923,0,0.183,0.0607,0.000263,0.346,0.42,122.06,153443,4
Reneé Rapp,Snow Angel,4rcpsw8Sls6xWrmTvNtS0K,73,0.551,0.196,7,-8.063,1,0.0289,0.748,0.0,0.232,0.186,76.99,215448,4
BigXthaPlug,Texas,2p5La0D38fkvhobrC1HRCU,69,0.764,0.629,1,-5.985,0,0.269,0.0128,0.0,0.249,0.351,145.046,146133,4
Bryan Martin,Wolves Cry,7yyRhjoCsdt5dDpFz2CImD,71,0.637,0.742,6,-5.723,1,0.0425,0.0625,7.74e-06,0.097,0.518,76.969,163872,4
Kash Krabs,KRUSTY KREW ANTHEM (BACK ON THE GRILL),7KbcPfcBMquaJGf4BVesOv,71,0.566,0.695,8,-4.539,1,0.267,0.0189,0.0,0.4,0.409,140.122,112464,4
KAROL G,BESTIES,7eTv2OTr3aY5iKtFdBusoA,78,0.779,0.825,1,-3.366,0,0.306,0.146,0.0,0.0989,0.654,171.926,162147,4
Don Toliver,No Pole,0eaVIYo2zeOaGJeqZ5TwYz,73,0.328,0.631,5,-5.169,0,0.0465,0.0714,0.0,0.567,0.382,85.262,187613,4
$uicideboy$,Hot Razor,4abK0SeYweG3WH8AminHKg,71,0.844,0.922,2,-3.769,1,0.246,0.248,0.000525,0.132,0.778,75.996,199101,4
Juice WRLD,Glo’d Up,1KGJ5ozUB7XOgCJ73IBMz3,73,0.614,0.608,0,-6.394,0,0.0851,0.0711,0.0,0.169,0.331,154.055,150565,4
Com Truise,4 Morant (Better Luck Next Time),3XOmSRuEEq7rK4XNzWQdyT,75,0.462,0.771,1,-2.931,0,0.342,0.0537,0.113,0.401,0.482,170.392,171000,4
Peso Pluma,Por las Noches - Remix,5HiA7W5wYDWi06UZFUluRu,81,0.656,0.652,9,-5.434,0,0.0336,0.237,4.23e-05,0.0803,0.222,87.46,222552,3
Odetari,YOU'RE TOO SLOW,5EloqweGioDEbqiGXTYWgE,75,0.526,0.754,11,-5.497,0,0.278,0.00395,0.00114,0.253,0.317,162.44,116567,4
The Chainsmokers,Self Destruction Mode,05e1CoIPmXLy6aPBotZlTZ,76,0.623,0.633,9,-6.15,0,0.0653,0.161,0.0,0.214,0.549,160.045,147836,4
Noah Kahan,"Everywhere, Everything",7rn89zBlXChGFTNHFZA8un,71,0.452,0.387,11,-9.169,1,0.0326,0.334,0.0,0.138,0.304,179.69,257668,3
CORPSE,CODE MISTAKE,39iRz0h1eZOyXzch8tKQit,77,0.452,0.967,0,-3.607,0,0.514,0.00108,0.0,0.203,0.313,145.231,165304,4
Grupo Firme,Felicidades,3RxqFMGljx897MC9yApidW,79,0.786,0.467,10,-5.066,1,0.0269,0.74,0.0,0.0702,0.651,99.011,189697,3
Lumi Athena,SMOKE IT OFF!,0mRaXMf9wwtkcW62t7zPm7,77,0.429,0.822,8,-7.071,1,0.0455,0.00318,7.58e-06,0.559,0.29,148.3,117529,4
Linkin Park,Lost,373gDROnujxNTFa1FojYIl,80,0.596,0.798,0,-4.63,1,0.0285,0.00412,0.0,0.338,0.459,105.01,199342,4
Noah Kahan,Orange Juice,4KwhK2ileXV2wSfp78pqOx,71,0.658,0.376,9,-10.818,1,0.0365,0.502,1.16e-05,0.12,0.228,120.038,297103,4
Young Thug,Abracadabra (feat. Travis Scott),4Zsi5pyvmZBxvRg0KeDFMC,74,0.625,0.574,8,-6.509,0,0.209,0.0315,0.0,0.111,0.363,163.203,247733,4
Labrinth,The Feels,3l3iCfpZsxbxWJhYoiQNkD,76,0.55,0.481,4,-4.917,0,0.0395,0.0215,0.0,0.0972,0.15,108.163,198333,4
Luke Combs,You Found Yours,5OGCd9NL8XcwpkTmSxL5YI,72,0.586,0.725,10,-7.073,1,0.0254,0.00532,0.00173,0.228,0.68,94.995,191987,4
Bailey Zimmerman,Get to Gettin’ Gone,3C3ooMrQyhr0gouukZTGz4,70,0.584,0.68,6,-6.781,1,0.0351,0.285,0.0,0.0901,0.55,146.093,182466,4
Young Thug,Sake Of My Kids,54nCzj6TQ2tukxToVUJJp5,65,0.943,0.406,1,-6.993,0,0.0768,0.025,0.0,0.251,0.166,124.998,238400,4
Logic,"Self Medication (feat. Seth MacFarlane, Redman, & Statik Selektah)",5E4mQ2mXblbeuI4tefnMZG,72,0.655,0.881,5,-3.531,0,0.431,0.626,0.0,0.125,0.651,92.118,315103,4
Tainy,mañana,6eSlDHA3XYLha1e0z8I9DO,80,0.793,0.656,9,-5.64,0,0.0969,0.749,0.0277,0.671,0.0826,92.012,175192,4
NCT DOJAEJUNG,Perfume,0jd4aa9XgV5eom0ez0WBrD,79,0.718,0.735,8,-1.728,1,0.0377,0.173,0.0,0.142,0.699,105.977,167627,4
Jordan Davis,Tucson Too Late,2hNQDbZcN3vqRAuwiz7poI,70,0.661,0.707,7,-7.19,1,0.0285,0.628,1.85e-06,0.0852,0.385,105.917,172853,4
Bailey Zimmerman,Chase Her,3a8NTuwOT8NcIS3FpsLhY1,70,0.506,0.716,5,-6.287,1,0.0263,0.523,4.63e-06,0.105,0.626,146.037,198904,4
Lana Del Rey,Doin' Time,2nCxylwDyjaJtm3IagtBtD,2,0.641,0.559,7,-11.132,0,0.0355,0.404,0.00402,0.0937,0.523,144.982,202193,4
Angel Ureta,De Lunes A Viernes,1NG1ZbHFYLL27Upnnkz9af,74,0.705,0.875,6,-3.051,0,0.0834,0.424,0.0,0.0442,0.966,152.085,153443,3
Luis R Conriquez,Dame Un Chance (La Cumbia Bélica),3JFoEDgwyiiCr5C9wRhIg4,77,0.553,0.727,0,-4.669,1,0.057,0.194,0.0,0.218,0.749,177.033,180947,4
NF,GONE,2LCGFBu1ej6zt4r1VGPjny,74,0.564,0.373,5,-6.218,1,0.0408,0.515,0.0,0.0995,0.458,80.088,246119,4
Saiko,POLARIS - Remix,0EhuGnOS6fTc5l5UNtDEH2,90,0.623,0.799,8,-4.152,0,0.0713,0.153,0.0,0.365,0.552,169.901,288000,4
Sleep Token,Chokehold,1Uifdytv882RtTn6Gr4xAA,73,0.18,0.73,0,-5.597,1,0.0581,0.0112,4.58e-05,0.101,0.169,73.588,304023,5
Lil Durk,You Got Em,1kXlRnMZ8nvUuCYkfxn7iw,70,0.718,0.593,1,-8.563,0,0.127,0.000649,0.0,0.0806,0.154,149.98,142546,4
Nic D,Sundown,26HQt3tNOagBa4Av5lftP2,71,0.855,0.485,1,-7.833,1,0.0686,0.158,0.0,0.132,0.59,120.106,129005,4
Awkwafina,The Scuttlebutt,2wLDS3oCMufFrvwN2IK3Bt,73,0.862,0.624,8,-9.547,1,0.271,0.175,0.0,0.0736,0.863,149.898,121813,4
Coi Leray,No Angels (with Lola Brooke),41s7nEKyANNfGaxRyMyFGI,71,0.75,0.614,1,-7.98,1,0.116,0.115,0.000392,0.227,0.487,143.037,150413,4
Becky G,Arranca (feat. Omega),6IdcyYfBz9LG3SWIKVyNgh,86,0.931,0.793,0,-4.666,0,0.133,0.0378,4.63e-06,0.0748,0.856,117.999,166529,4
d4vd,You and I,1tuSpba0RXUMubHpAOWlMN,74,0.471,0.913,10,-6.727,0,0.0392,0.178,0.000465,0.44,0.363,90.231,152551,4
Luke Combs,Growin' Up and Gettin' Old,24Z0qiHUR9cTB4UfGUqCnj,72,0.511,0.6,2,-5.699,1,0.0268,0.16,5.25e-06,0.114,0.269,146.051,233667,4
Young Thug,Mad Dog,332TO0w5iJ8h4h55Qq5a0R,64,0.639,0.519,6,-6.334,0,0.238,0.00927,0.0,0.197,0.359,160.404,229000,4
Melanie Martinez,MILK OF THE SIREN,1AUyzuh7CIr1yDYPTOgQQL,73,0.632,0.604,8,-6.23,0,0.0472,0.186,0.0,0.415,0.368,121.945,265464,3
DDG,I'm Geekin (feat. Luh Tyler),2DBKeJkULv46sb1XaJKS8i,70,0.843,0.521,9,-6.39,1,0.276,0.314,0.0,0.47,0.255,112.961,172035,4
The National,The Alcott (feat. Taylor Swift),6INztpNwOTlfSKTuPo0HOP,75,0.368,0.463,0,-10.595,1,0.0302,0.811,0.0017,0.109,0.447,156.008,267773,3
Young Thug,Gucci Grocery Bag,02vvwHxBoZtnNDQFFE64NQ,73,0.908,0.487,1,-6.591,1,0.158,0.00377,0.000165,0.0703,0.719,145.056,175133,4
Kodak Black,Gunsmoke Town,4286sbHO5syVcp8BrFO2dI,71,0.826,0.709,6,-5.201,0,0.394,0.101,0.0,0.0948,0.55,82.523,174545,4
HARDY,SOLD OUT,4D4d3N9nuPnvNg3ZAICWTN,69,0.504,0.893,9,-4.801,1,0.0488,0.00556,1.83e-05,0.34,0.333,145.005,202912,4
Mac DeMarco,20191009 I Like Her,3oUn55qKRZ1JFzfQNbJjS1,73,0.873,0.252,2,-13.884,1,0.0425,0.766,0.00661,0.0978,0.599,133.983,136888,4
Rauw Alejandro,DE CAROLINA,6J3kt4eAqRffh5lBuHJJSO,78,0.795,0.958,7,-1.674,1,0.116,0.17,1.34e-06,0.251,0.927,110.977,181622,4
Lil Durk,Sad Songs,6ALiIRPSgKaMRu5PDBZvN8,70,0.589,0.601,1,-6.882,0,0.201,0.00307,0.0,0.0976,0.439,159.871,156262,4
XXXTENTACION,I'm Not Human,1LWlpRhu9jUkDK47xzUzu1,75,0.507,0.347,9,-5.887,0,0.0298,0.683,1e-06,0.151,0.0565,114.18,195853,4
Lizzo,Special (feat. SZA),0rc1HCVoReqzzXF9jssqZk,75,0.464,0.724,7,-5.019,1,0.0705,0.0188,0.0,0.679,0.303,82.526,174749,4
Oscar Maydon,3 Doritos Despues (En Vivo),07aKw7LfC27IGSb5ppldIQ,78,0.775,0.661,0,-7.77,1,0.151,0.23,4.84e-05,0.284,0.592,110.384,218453,4
Ella Mai,This Is,2zuDMKJ2rSgCMtJknUJBZ9,72,0.483,0.492,0,-6.734,0,0.157,0.221,0.0,0.0907,0.328,168.79,206429,4
Coi Leray,Bops,72vMwCjJuRRa1r0bhFBbE1,71,0.938,0.613,11,-7.959,0,0.22,0.0312,0.000162,0.0982,0.275,99.938,128667,4
Panter Bélico,Punto y Aparte,7z2Z8mwfsoMnNArKB946gU,79,0.768,0.818,0,-4.776,1,0.117,0.366,0.0,0.211,0.842,159.875,158919,3
Lana Del Rey,Cinnamon Girl,2Btfbrh1okrJvMsBeu8Ye6,10,0.294,0.337,6,-10.614,0,0.036,0.814,0.414,0.14,0.135,91.781,300683,5
Lil Tecca,Need Me,7a636g0dl8a487foiAcoCM,74,0.739,0.639,1,-6.016,0,0.185,0.615,0.0,0.103,0.603,100.039,138947,4
Ice Spice,Munch (Feelin’ U),3cbbb7H5k6yXNndjZ0AJuV,74,0.662,0.603,11,-5.595,0,0.364,0.348,0.0,0.085,0.599,133.629,104160,3
Sam Cooke,(What A) Wonderful World,7jVBSPLSbL1jKVBDMXlRCx,69,0.588,0.561,11,-10.438,1,0.0406,0.56,0.0,0.276,0.943,128.6,127187,4
Yeat,No morë talk,7qPiAhk71D2RqLRtnjDL76,73,0.76,0.53,9,-8.178,0,0.21,0.00298,4.91e-06,0.113,0.486,76.48,238507,4
GROOVY,jersey luv,2Z2MAil7tpZhHOB2noIJUd,72,0.345,0.674,1,-6.765,0,0.156,0.494,0.0,0.133,0.318,155.957,231107,4
NF,MOTTO,0pHrAAe6sSVDeUeNe5IesY,74,0.685,0.882,0,-4.103,0,0.296,0.082,0.0,0.286,0.715,80.283,217272,4
Shawn Mendes,WHAT THE HELL ARE WE DYING FOR ?,1sKtD5KMZgTFHbsxjgqfZh,78,0.435,0.524,1,-7.834,1,0.0434,0.247,0.000318,0.057,0.294,184.011,229565,4
boygenius,Emily I'm Sorry,693xmBAOD4xwkS4W71W1Jn,72,0.581,0.38,11,-12.162,1,0.0473,0.897,0.175,0.104,0.489,135.939,214867,4
YoungBoy Never Broke Again,Fuck The Industry Pt. 2,5leAk8qQS6HGWwEvpyWSqd,70,0.673,0.873,2,-3.753,1,0.43,0.178,0.0,0.35,0.547,164.263,187345,4
Noah Kahan,Come Over,2P8i4ibQlXovki9IIPPubS,71,0.624,0.227,4,-10.731,1,0.0365,0.536,0.0,0.251,0.438,150.004,197821,3
NBSPLV,The Lost Soul Down - Slowed & Reverb,5XtsfMFmpM401S6dbVaOQw,79,0.725,0.519,0,-10.367,1,0.0356,0.03,0.918,0.0876,0.351,90.041,241111,4
Noah Kahan,Growing Sideways,2dvEJon5AhhjLs6j8w91Hn,71,0.658,0.294,7,-8.643,1,0.0286,0.727,0.0,0.0932,0.531,89.002,255144,4
Kim Petras,King of Hearts,0RKR9cd6tqMSJmbNVBQsuS,76,0.684,0.834,7,-4.57,0,0.0765,0.0154,0.00112,0.178,0.797,132.974,171080,4
Daddy Yankee,BEACHY,7gjnP3VGpnDpCVn3ZzmtvW,81,0.783,0.695,8,-4.784,1,0.0383,0.192,2.88e-05,0.112,0.785,110.016,168000,4
Kid Cudi,PORSCHE TOPLESS,0XyLyJATYbD8eSyfqq72hx,71,0.727,0.818,6,-7.996,1,0.0483,0.36,0.000156,0.256,0.933,157.89,170440,4
Young Thug,Hoodie (feat. BSlime & Lil Gotit),5edae1tuaQswnqiXcUlWRO,63,0.506,0.598,1,-8.476,1,0.415,0.000431,0.0,0.105,0.222,169.717,215600,4
Amaal Mallik,Mohabbat,25uN6X9UdP4bDx7gQl7nyE,73,0.595,0.703,10,-6.857,1,0.0389,0.478,8.29e-06,0.334,0.638,78.987,227138,4
aespa,Hold On Tight,1o844wI52S3TjXGBwvGcc7,80,0.586,0.816,7,-6.331,1,0.283,0.0911,2.81e-06,0.235,0.265,119.8,149719,4
HARDY,JACK,4q4ITrTmB4LyoNw9yjb2Ic,69,0.551,0.6,7,-5.501,1,0.0295,0.0295,2.94e-06,0.291,0.493,125.019,168630,4
Lana Del Rey,Summertime Sadness,3hOe0wIHmYHAsm0rOzMxHs,0,0.559,0.674,1,-6.125,0,0.0329,0.0312,0.0,0.121,0.197,111.976,263973,4
The Beaches,Blame Brett,7Az7rVogNu6XpLnykVI5fA,74,0.461,0.87,1,-3.458,0,0.042,0.00527,1.59e-05,0.343,0.79,155.913,176006,4
Paramore,This Is Why,7HdXRMw14roDx2a0COWk3M,74,0.728,0.76,11,-6.884,0,0.0396,0.00433,0.00585,0.13,0.674,123.045,206701,4
Joyner Lucas,What's That?,3NqKpLijeFLWflbXDj3Hra,72,0.868,0.607,9,-8.004,1,0.186,0.0634,0.0,0.373,0.583,132.013,207546,4
Lil Tjay,Project Walls (feat. YoungBoy Never Broke Again),0m9cSkuwYOCUWCf48IS5ds,75,0.496,0.638,6,-6.539,0,0.271,0.271,0.0,0.104,0.469,137.487,151143,4
Beyoncé,CUFF IT - WETTER REMIX,7eQpbVg3tjHmtdOlAHxaTr,74,0.66,0.688,7,-6.34,1,0.0564,0.434,0.0,0.489,0.65,118.05,249407,4
Christian Nodal,Por el Resto de Tu Vida,40vzZFWG1h60TdZPuxuX3Y,81,0.781,0.662,0,-3.825,1,0.0336,0.355,0.0,0.161,0.686,91.999,197477,4
Rauw Alejandro,RON COLA,5S8i9p2xS8M8pFqfZMbMzI,80,0.739,0.682,9,-5.121,0,0.0972,0.417,3.95e-05,0.105,0.476,94.048,186723,4
Jessie Murph,How Could You,7wB9sL81rFRGhRt6msZ9CV,75,0.573,0.17,11,-10.576,1,0.0555,0.834,3.08e-06,0.108,0.28,146.749,187813,3
Teddy Swims,Lose Control,6usohdchdzW9oML7VC4Uhk,74,0.561,0.604,9,-4.409,1,0.0337,0.199,1.9e-05,0.104,0.242,159.92,210689,3
Gunna,born rich,3NNgZSXHElKHPpkCxsP8WB,73,0.582,0.823,6,-4.82,1,0.417,0.308,0.0,0.224,0.422,169.861,172440,4
NLE Choppa,AIN'T GONNA ANSWER,2NV0mpU5YbyJXydzYPgw5O,70,0.879,0.875,10,-1.868,0,0.18,0.0808,0.0,0.327,0.763,95.021,187454,4
Jack Harlow,Denver,5r30gHLxvhp60XMc5TIIMh,73,0.711,0.775,3,-7.078,1,0.0773,0.268,0.0,0.0622,0.919,175.016,158238,4
Rauw Alejandro,PANTIES Y BRASIERES,0fADaWdT3obxk7zvHS18VY,79,0.758,0.888,1,-2.851,1,0.0706,0.34,0.00139,0.144,0.408,107.039,197383,4
Pierce The Veil,Pass The Nirvana,7I93h9I0RUqt1ci3Bfa290,71,0.536,0.9,2,-4.407,1,0.0807,0.000974,0.000286,0.157,0.627,143.025,197373,4
Dominic Fike,Ant Pile,2hR3npB7rQOqRXS4yISzFs,72,0.804,0.722,0,-4.502,1,0.0526,0.0794,0.000757,0.346,0.92,124.997,128031,4
Yeat,How it go,6yTy7zuNnUglg5EIlD5vX4,72,0.653,0.485,2,-9.518,1,0.0451,0.0149,0.0,0.253,0.361,75.464,184427,4
Lana Del Rey,West Coast - ZHU Remix,4OYLu2uGwGXN5JrsTR8Lh7,0,0.837,0.647,6,-6.29,0,0.0613,0.0214,0.408,0.24,0.368,116.009,264396,4
Lana Del Rey,Young And Beautiful [Lana Del Rey vs. Cedric Gervais] - Cedric Gervais Remix Radio Edit,0BpXhoDWVeieR1BtBx3860,0,0.554,0.898,11,-4.325,0,0.0829,0.0217,0.000943,0.313,0.382,126.165,221000,4
PR1SVX,CRYSTALS (Slowed),3hfvzrj13TtfKq8P3WG2Q1,77,0.521,0.605,7,-13.64,1,0.0467,0.0374,0.785,0.31,0.409,141.298,75833,4
Ian Munsick,Dig,5PajfJ1BQwHHHird3li8S4,69,0.51,0.78,3,-4.399,1,0.0391,0.313,0.0,0.0816,0.356,135.814,225053,4
Tainy,FANTASMA | AVC,7fsQJ46vwtDi5p9DzeRDzB,80,0.487,0.779,1,-2.938,1,0.0965,0.0259,0.0,0.0985,0.573,98.972,285075,4
Melanie Martinez,PLUTO,6Z6mjsCgIcFb3JBOxHBcn9,73,0.548,0.601,7,-7.185,0,0.0616,0.36,0.000162,0.0731,0.576,171.92,181497,3
BabyTron,A2Z,4TPot2zdZDMXE8J8nkmvW3,68,0.649,0.664,1,-4.495,0,0.265,0.0179,0.0299,0.102,0.11,98.478,160601,4
Tainy,VOLVER,1ncGbGufa7aUaJ5zC4YP3y,80,0.745,0.887,11,-2.75,0,0.0437,0.0306,0.00224,0.245,0.722,155.041,185806,4
Jonah Hauer-King,Wild Uncharted Waters,7qdAWUszZjbgKmXOcTZbXf,73,0.255,0.357,5,-11.006,0,0.0354,0.875,1.18e-05,0.0822,0.347,86.335,179973,3
$uicideboy$,Provolone & Heroin (Feat. Freddie Dredd),54fRzLh8yrhK7lcjr6X5LH,71,0.873,0.962,11,-5.437,0,0.341,0.703,0.612,0.11,0.566,154.962,236032,4
6arelyhuman,Hands up!,0Vqaw7CxyURWaRI9gNJthb,75,0.537,0.875,1,-2.768,0,0.12,0.000196,0.0,0.249,0.754,153.368,135161,4
Young Thug,Went Thru It,69eqSx7e4dIyEOhoPff0WS,62,0.863,0.66,2,-7.016,1,0.16,0.0312,6.08e-06,0.236,0.236,92.511,155733,4
Megan Moroney,Sleep on My Side,0qOdElKqdDKN58aKCo3yHS,69,0.457,0.677,9,-5.333,1,0.032,0.0181,0.0,0.0912,0.507,77.014,188931,4
Natanael Cano,Pancake,0jofzyjTFcgFIvkK5bXwo3,79,0.705,0.685,9,-5.953,0,0.0286,0.224,0.0,0.136,0.72,136.14,184400,3
Wisp,Your face,5MRWG1owcChqkYFIzsYlMb,72,0.55,0.751,4,-7.522,1,0.0269,0.00624,0.857,0.156,0.321,134.033,227439,4
Noah Kahan,Homesick,4GQTPAuWzCgF3QQG75vYE1,70,0.497,0.645,6,-6.49,1,0.039,0.0267,1.19e-05,0.314,0.411,170.039,194417,4
DDG,I'm Geekin (feat. NLE Choppa & BIA) - Remix,5TGkqW4UfYV1jQVLrhz4Yc,71,0.864,0.453,2,-6.267,1,0.226,0.201,0.0,0.461,0.222,113.084,189027,4
NF,MISTAKE,0rc9XLNs7KZXu2ASA3LbL8,73,0.834,0.414,4,-5.978,0,0.0411,0.642,0.0,0.159,0.391,110.048,215187,4
Quevedo,PUNTO G,4WiQA1AGWHFvaxBU6bHghs,86,0.751,0.761,11,-4.113,0,0.15,0.251,0.000238,0.0991,0.553,92.032,151325,4
TOMORROW X TOGETHER,Do It Like That,7kaFsQygyiCqRboWCXztxZ,79,0.772,0.921,5,-3.221,0,0.0531,0.0103,0.0,0.334,0.842,119.992,145066,4
Sam Smith,I'm Not Here To Make Friends,3i0FkJYlU4MFfYkjFHXXAM,81,0.698,0.895,0,-4.439,1,0.0628,0.172,1.45e-05,0.409,0.838,114.914,229605,4
Lauv,"Steal The Show - From ""Elemental""",6R5fYCySNHrqo4Og6O1ppn,77,0.62,0.64,7,-7.308,1,0.0305,0.341,0.00125,0.14,0.409,92.522,191779,4
Jazzy,Giving Me,1ACFweuuvf6MHtptObgreR,85,0.735,0.651,7,-9.25,0,0.112,0.329,0.000205,0.131,0.476,127.07,169000,4
Sexyy Red,SkeeYee,7icwQvajsokotDfM3tefW6,69,0.739,0.536,1,-10.843,1,0.308,0.231,0.0,0.35,0.64,82.549,154120,4
Gunna,turned your back,7Aq3pnhSzI8FnHt7T6TPsX,72,0.519,0.649,6,-5.502,1,0.112,0.486,0.0,0.104,0.541,106.379,243133,5
Marshmello,Esta Vida,5OSGdSxtulzlzdPdK2MQJC,83,0.755,0.676,5,-7.349,1,0.0377,0.0418,0.00176,0.204,0.461,123.98,209136,4
Daveed Diggs,Kiss the Girl,2f2F4z8BOi15hum9aEVDUP,73,0.675,0.239,2,-13.55,1,0.0353,0.873,1.85e-06,0.0695,0.67,131.007,196587,4
Young Thug,Global Access (feat. Nate Ruess),02Gf6dTUI29AtM0mDhRXUv,61,0.561,0.682,2,-8.765,1,0.39,0.265,0.0,0.124,0.329,133.92,148533,5
The Weeknd,"Fill The Void (with Lily Rose Depp, Ramsey)",010ZkIVv6Ay5vqqHVCCiKB,78,0.247,0.395,5,-9.082,0,0.0438,0.28,0.000223,0.171,0.11,151.962,185751,4
Los Ángeles Azules,Tú Y Tú,6gnbz54mNEfB82Tl9pv5Z1,67,0.441,0.703,0,-4.432,1,0.0404,0.147,0.0,0.297,0.711,83.172,216667,4
Alan Walker,Hero,1rBTBbtkJlSDk78gg8Dw9F,81,0.59,0.681,5,-7.289,1,0.0305,0.046,7.55e-05,0.153,0.0726,126.02,175764,4
Go-Jo,Mrs. Hollywood,1K1KcmJgKaeqnsisQnhyE1,77,0.758,0.655,5,-7.226,1,0.0305,0.143,0.0,0.158,0.972,128.019,143841,4
Justine Skye,Collide (feat. Tyga),5kY2DRIom6dcVZbQb1SAX8,79,0.418,0.31,11,-9.869,0,0.0625,0.095,0.0,0.216,0.131,139.614,260170,4
Paramore,Running Out Of Time,5NRtdsFFlmyE8qDMgS08PE,73,0.736,0.534,11,-9.22,0,0.0367,0.0433,0.00434,0.0664,0.552,127.035,192441,4
Joyner Lucas,Blackout,0B0Xu2ih8fWpcwyxAt1c7m,72,0.811,0.471,1,-7.125,0,0.32,0.012,0.0,0.0951,0.415,152.094,196569,4
LEGADO 7,Por Clave Caiman,78CE12m0ygkEbWpTSNqLOM,76,0.643,0.871,10,-5.017,0,0.108,0.147,0.0,0.076,0.895,157.148,158627,3
Taiu,Rara Vez,7MVIfkyzuUmQ716j8U7yGR,91,0.838,0.708,5,-4.668,0,0.166,0.176,0.0,0.343,0.96,119.984,128677,4
Libianca,People (feat. Ayra Starr & Omah Lay),4AxG1T6UJJ4xCX4Wz6JDLG,80,0.559,0.453,10,-8.746,0,0.0684,0.592,1.23e-05,0.0909,0.622,123.906,184633,5
Janelle Monáe,Champagne Shit,5OhG7shUD0xgQMirbRAipe,71,0.749,0.605,5,-4.515,1,0.0494,0.325,0.0,0.518,0.638,118.958,143200,4
